0,1219,2254.92
1,1219,2167.55
2,1219,2089.85
3,1219,2033.84
4,1219,1945.54
5,1219,1934.31
6,1124,1906.27
7,1124,1816.84
8,1124,1775.88
9,1124,1749.44
10,1124,1740.66
11,1064,1729.06
12,1064,1711.08
13,1064,1679.93
14,983,1665.44
15,983,1704.98
16,982,1645.46
17,949,1659.05
18,949,1618.59
19,949,1635.54
20,949,1622.54
21,949,1628.34
22,949,1627.87
23,949,1618.39
24,949,1596.18
25,949,1610.94
26,949,1612.17
27,949,1651.67
28,949,1619.82
29,949,1626.98
30,949,1631.49
31,949,1601.85
32,949,1595.97
33,949,1582.74
34,949,1609.57
35,949,1584.09
36,949,1593.32
37,949,1610.13
38,949,1581.1
39,949,1562.9
40,949,1532.25
41,949,1562.22
42,949,1548.94
43,949,1536.21
44,949,1568.18
45,949,1532.36
46,949,1533.11
47,949,1552.91
48,949,1517.35
49,949,1510.69
50,949,1494.42
51,949,1501.06
52,949,1511.29
53,949,1509.66
54,949,1498.53
55,949,1469.46
56,949,1491.07
57,949,1481.73
58,949,1482.08
59,949,1443.62
60,949,1404.78
61,949,1410.05
62,949,1390.56
63,887,1444.74
64,887,1405.81
65,887,1384.56
66,819,1390.03
67,819,1371.67
68,819,1360.05
69,819,1318.69
70,819,1309.87
71,819,1274.05
72,819,1298.08
73,819,1304.69
74,819,1327.88
75,819,1323.31
76,819,1296.89
77,819,1319.57
78,819,1283.44
79,819,1241.98
80,819,1278.46
81,819,1244.63
82,819,1233.13
83,819,1279.18
84,819,1246.8
85,819,1276.68
86,819,1277.02
87,819,1286.06
88,819,1263.1
89,819,1280.01
90,819,1292.79
91,819,1263.44
92,819,1270.03
93,819,1270.91
94,819,1286.77
95,819,1287.82
96,819,1253.35
97,819,1219.51
98,819,1258.54
99,819,1306.66
100,819,1272.99
101,819,1250.38
102,819,1280.82
103,819,1245.1
104,819,1242.2
105,819,1263.67
106,819,1264.79
107,819,1280.08
108,819,1319.09
109,819,1282.21
110,819,1260.57
111,819,1232.28
112,819,1211.79
113,819,1238.84
114,819,1258.75
115,819,1231.49
