0,"[1706, 6763]","[2175.8571428571427, 7738.588235294118]"
1,"[1706, 6588]","[2068.0377358490564, 7468.723404255319]"
2,"[1691, 6588]","[1873.7446808510638, 7309.584905660377]"
3,"[1427, 6399]","[1903.2156862745098, 7208.142857142857]"
4,"[1427, 6399]","[1907.7450980392157, 7152.244897959184]"
5,"[1427, 6399]","[1866.9803921568628, 7047.775510204082]"
6,"[1427, 6399]","[1766.6530612244899, 7062.235294117647]"
7,"[1222, 6399]","[1699.936170212766, 7088.264150943396]"
8,"[1222, 6399]","[1718.404255319149, 7001.320754716981]"
9,"[1222, 6302]","[1690.84, 7011.46]"
10,"[1222, 6302]","[1613.8222222222223, 7135.290909090909]"
11,"[1222, 6302]","[1641.2156862745098, 6924.2040816326535]"
12,"[1222, 6302]","[1677.2037037037037, 6837.652173913043]"
13,"[1222, 6302]","[1634.8867924528302, 6784.489361702128]"
14,"[1222, 6251]","[1608.2, 6680.533333333334]"
15,"[1222, 6251]","[1527.7083333333333, 6770.0192307692305]"
16,"[1217, 6251]","[1494.86, 6805.26]"
17,"[1217, 6251]","[1451.6458333333333, 6781.346153846154]"
18,"[1217, 6251]","[1503.4716981132076, 6656.127659574468]"
19,"[1217, 6251]","[1542.0, 6698.978723404255]"
20,"[1217, 6251]","[1452.1063829787233, 6812.037735849057]"
21,"[1217, 6251]","[1440.875, 6757.461538461538]"
22,"[1217, 6251]","[1495.5384615384614, 6634.104166666667]"
23,"[1168, 6251]","[1384.3265306122448, 6695.9607843137255]"
24,"[1106, 6251]","[1449.5961538461538, 6538.958333333333]"
25,"[1106, 6251]","[1350.0204081632653, 6710.098039215686]"
26,"[1106, 6251]","[1386.1, 6701.26]"
27,"[1106, 6251]","[1385.04, 6683.04]"
28,"[1036, 6251]","[1409.98, 6620.38]"
29,"[1036, 6251]","[1341.5098039215686, 6572.897959183673]"
30,"[1036, 6251]","[1263.2708333333333, 6710.192307692308]"
31,"[1036, 6251]","[1201.3636363636363, 6803.839285714285]"
32,"[1036, 6251]","[1228.531914893617, 6690.037735849057]"
33,"[1036, 6251]","[1288.313725490196, 6552.918367346939]"
34,"[1036, 6251]","[1281.32, 6752.62]"
35,"[1036, 6251]","[1266.3541666666667, 6852.807692307692]"
36,"[1036, 5903]","[1206.72, 6774.66]"
37,"[1036, 5903]","[1273.450980392157, 6658.530612244898]"
38,"[1036, 5903]","[1339.02, 6709.18]"
39,"[1036, 5903]","[1322.6415094339623, 6535.68085106383]"
40,"[1036, 5903]","[1387.2075471698113, 6541.36170212766]"
41,"[1036, 5903]","[1413.2407407407406, 6557.282608695652]"
42,"[1036, 5903]","[1421.2727272727273, 6595.7555555555555]"
43,"[1036, 5903]","[1402.1724137931035, 6442.0952380952385]"
44,"[1036, 5903]","[1331.9818181818182, 6552.711111111111]"
45,"[1036, 5903]","[1311.8, 6550.666666666667]"
46,"[1036, 5903]","[1302.04, 6711.6]"
47,"[1036, 5903]","[1224.5531914893618, 6754.056603773585]"
48,"[1036, 5903]","[1266.2115384615386, 6705.604166666667]"
49,"[1036, 5903]","[1310.921568627451, 6727.918367346939]"
50,"[1036, 5903]","[1291.0377358490566, 6686.297872340426]"
51,"[1036, 5903]","[1283.9803921568628, 6647.183673469388]"
52,"[1036, 5903]","[1358.3703703703704, 6535.521739130435]"
53,"[1036, 5903]","[1310.3461538461538, 6581.041666666667]"
54,"[1036, 5903]","[1299.8431372549019, 6696.448979591837]"
55,"[1036, 5903]","[1203.3673469387754, 1967390.1764705882]"
56,"[1036, 5903]","[1333.4807692307693, 6711.666666666667]"
57,"[1036, 5903]","[1435.301886792453, 6576.382978723404]"
58,"[1036, 5903]","[1395.5686274509803, 6627.714285714285]"
59,"[1036, 5903]","[1409.076923076923, 6613.791666666667]"
60,"[1036, 5903]","[1327.265306122449, 6638.607843137255]"
61,"[1036, 5903]","[1379.5294117647059, 6649.714285714285]"
62,"[1036, 5903]","[1374.14, 6692.34]"
63,"[1036, 5903]","[1385.9607843137255, 6710.102040816327]"
64,"[1036, 5903]","[1451.5740740740741, 6632.413043478261]"
65,"[1036, 5903]","[1425.8076923076924, 6666.25]"
66,"[1036, 5903]","[1464.3703703703704, 6610.391304347826]"
67,"[1036, 5903]","[1359.54, 6749.96]"
68,"[1036, 5903]","[1273.875, 6859.557692307692]"
69,"[1036, 5903]","[1374.1698113207547, 6645.106382978724]"
70,"[1036, 5903]","[1376.3529411764705, 6715.2040816326535]"
71,"[1036, 5903]","[1364.4038461538462, 6685.583333333333]"
72,"[1036, 5903]","[1390.4705882352941, 6749.3877551020405]"
73,"[1036, 5903]","[1360.44, 6728.94]"
74,"[1036, 5903]","[1369.28, 6712.56]"
75,"[1036, 5903]","[1370.764705882353, 6639.102040816327]"
76,"[1036, 5903]","[1342.2448979591836, 6772.764705882353]"
77,"[1036, 5903]","[1390.68, 6763.14]"
78,"[1036, 5903]","[1426.2156862745098, 6646.693877551021]"
79,"[1036, 5903]","[1445.6346153846155, 6596.25]"
80,"[1036, 5903]","[1308.4255319148936, 6780.11320754717]"
81,"[1036, 5903]","[1417.0754716981132, 6646.36170212766]"
82,"[1036, 5903]","[1284.7659574468084, 6846.377358490566]"
83,"[1036, 5903]","[1212.4666666666667, 6863.745454545455]"
84,"[1036, 5903]","[1341.6734693877552, 6769.35294117647]"
85,"[1036, 5903]","[1360.0, 6669.52]"
86,"[1036, 5903]","[1353.3921568627452, 6681.061224489796]"
87,"[1036, 5903]","[1254.0869565217392, 6834.7037037037035]"
88,"[1036, 5903]","[1343.26, 6686.84]"
89,"[1036, 5903]","[1413.5882352941176, 6693.775510204082]"
90,"[1036, 5903]","[1345.9591836734694, 6759.117647058823]"
91,"[1036, 5903]","[1276.608695652174, 6813.666666666667]"
92,"[1036, 5903]","[1314.9574468085107, 6830.358490566037]"
93,"[1036, 5903]","[1447.8148148148148, 6595.913043478261]"
94,"[1036, 5903]","[1437.0392156862745, 6661.714285714285]"
95,"[1036, 5903]","[1429.9245283018868, 6552.978723404255]"
96,"[1036, 5903]","[1351.4901960784314, 6687.938775510204]"
97,"[1036, 5903]","[1388.9807692307693, 6679.916666666667]"
98,"[1036, 5903]","[1339.96, 6772.76]"
