0,"[1560, 5203]","[2329.9423076923076, 5856.458333333333]"
1,"[1560, 4900]","[2188.3076923076924, 5612.583333333333]"
2,"[1560, 4778]","[2063.12, 5442.34]"
3,"[1560, 4778]","[1942.46, 5342.14]"
4,"[1560, 4758]","[1841.42, 5248.1]"
5,"[1560, 4758]","[1793.12, 5189.84]"
6,"[1428, 4642]","[1748.8, 5097.32]"
7,"[1428, 4642]","[1718.42, 5043.58]"
8,"[1428, 4642]","[1684.18, 4986.28]"
9,"[1428, 4642]","[1654.84, 4928.54]"
10,"[1428, 4111]","[1634.72, 4849.24]"
11,"[1368, 4111]","[1606.62, 4783.64]"
12,"[1368, 4111]","[1602.92, 4722.76]"
13,"[1368, 4111]","[1595.22, 4662.44]"
14,"[1368, 4025]","[1581.8, 4620.5]"
15,"[1368, 4025]","[1564.86, 4610.1]"
16,"[1368, 4025]","[1550.38, 4577.54]"
17,"[1368, 4025]","[1527.64, 4553.02]"
18,"[1368, 4025]","[1516.64, 4531.26]"
19,"[1368, 4025]","[1513.14, 4504.74]"
20,"[1368, 4025]","[1511.28, 4473.52]"
21,"[1368, 4025]","[1504.34, 4448.96]"
22,"[1368, 4025]","[1499.54, 4399.9]"
23,"[1368, 4025]","[1489.78, 4360.58]"
24,"[1174, 4025]","[1472.66, 4345.92]"
25,"[1174, 4025]","[1460.6, 4333.54]"
26,"[1174, 4025]","[1443.26, 4318.18]"
27,"[1174, 4025]","[1417.26, 4300.34]"
28,"[1174, 4025]","[1402.3, 4296.4]"
29,"[1118, 4025]","[1367.74, 4285.24]"
30,"[1118, 4025]","[1317.24, 4267.6]"
31,"[1118, 4025]","[1272.42, 4243.5]"
32,"[1118, 3926]","[1229.7, 4217.46]"
33,"[1118, 3926]","[1179.84, 4200.28]"
34,"[1118, 3926]","[1154.9, 4173.76]"
35,"[1118, 3926]","[1148.38, 4155.42]"
36,"[1118, 3926]","[1139.28, 4146.36]"
37,"[1118, 3926]","[1127.8, 4135.28]"
38,"[1118, 3926]","[1119.56, 4125.26]"
39,"[1103, 3926]","[1117.7, 4114.54]"
40,"[1103, 3926]","[1117.7, 4114.54]"
41,"[1103, 3926]","[1117.7, 4114.54]"
42,"[1103, 3926]","[1117.7, 4111.32]"
43,"[1103, 3926]","[1117.7, 4111.32]"
44,"[1103, 3926]","[1117.7, 4111.32]"
45,"[1103, 3926]","[1117.7, 4111.32]"
46,"[1103, 3926]","[1117.7, 4111.32]"
47,"[1103, 3926]","[1117.7, 4111.32]"
48,"[1103, 3926]","[1117.7, 4111.32]"
49,"[1103, 3926]","[1117.7, 4111.32]"
50,"[1103, 3926]","[1117.7, 4111.32]"
51,"[1103, 3926]","[1117.7, 4111.32]"
52,"[1103, 3926]","[1117.7, 4111.32]"
53,"[1103, 3926]","[1117.7, 4111.32]"
54,"[1103, 3926]","[1117.7, 4111.32]"
