0,"[1910, 4904]","[2278.52, 5839.66]"
1,"[1856, 4728]","[2208.6666666666665, 5615.959183673469]"
2,"[1758, 4728]","[2090.58, 5468.46]"
3,"[1691, 4728]","[2011.58, 5349.02]"
4,"[1618, 4728]","[1954.42, 5312.18]"
5,"[1618, 4728]","[1904.3, 5283.46]"
6,"[1316, 4728]","[1821.3, 5241.94]"
7,"[1316, 4728]","[1747.14, 5222.1]"
8,"[1195, 4728]","[1620.52, 5195.68]"
9,"[1195, 4548]","[1581.92, 5153.62]"
10,"[1098, 4548]","[1489.92, 5087.08]"
11,"[1098, 4548]","[1437.92, 5034.04]"
12,"[1098, 4348]","[1375.98, 4957.16]"
13,"[1098, 4348]","[1324.7, 4922.3]"
14,"[1098, 4348]","[1299.42, 4909.14]"
15,"[1025, 4343]","[1277.52, 4882.48]"
16,"[1025, 4343]","[1250.56, 4824.02]"
17,"[916, 4207]","[1227.4, 4770.8]"
18,"[916, 4207]","[1203.2, 4687.76]"
19,"[916, 4056]","[1174.4, 4599.56]"
20,"[916, 4002]","[1127.76, 4527.76]"
21,"[916, 4002]","[1095.46, 4475.46]"
22,"[916, 3985]","[1076.68, 4392.98]"
23,"[916, 3985]","[1053.34, 4331.94]"
24,"[916, 3959]","[1027.48, 4300.54]"
25,"[916, 3959]","[1010.7, 4261.18]"
26,"[916, 3959]","[1002.88, 4226.74]"
27,"[916, 3959]","[1000.48, 4204.88]"
28,"[916, 3959]","[998.56, 4188.12]"
29,"[916, 3959]","[998.56, 4176.28]"
30,"[916, 3959]","[997.44, 4171.6]"
31,"[916, 3959]","[996.32, 4167.16]"
32,"[916, 3959]","[995.2, 4159.96]"
33,"[916, 3959]","[995.2, 4159.96]"
34,"[916, 3959]","[995.2, 4159.96]"
35,"[916, 3959]","[992.96, 4159.96]"
36,"[916, 3959]","[992.62, 4159.96]"
37,"[916, 3959]","[992.62, 4159.52]"
38,"[916, 3959]","[992.62, 4158.32]"
39,"[916, 3959]","[992.62, 4153.1]"
40,"[916, 3959]","[992.62, 4150.82]"
41,"[916, 3959]","[992.62, 4146.02]"
42,"[916, 3959]","[992.62, 4146.02]"
43,"[916, 3959]","[992.62, 4144.22]"
44,"[916, 3959]","[992.62, 4139.08]"
45,"[916, 3959]","[992.62, 4139.08]"
46,"[916, 3959]","[992.62, 4139.08]"
47,"[916, 3959]","[992.62, 4137.88]"
48,"[916, 3959]","[992.62, 4133.52]"
49,"[916, 3959]","[992.62, 4132.72]"
50,"[916, 3959]","[992.62, 4131.76]"
51,"[916, 3959]","[992.62, 4130.96]"
52,"[916, 3959]","[992.62, 4130.96]"
53,"[916, 3959]","[992.62, 4130.96]"
54,"[916, 3959]","[992.62, 4130.96]"
55,"[916, 3959]","[992.62, 4130.96]"
56,"[916, 3959]","[992.62, 4130.96]"
57,"[916, 3959]","[992.62, 4130.96]"
58,"[916, 3959]","[992.62, 4130.96]"
59,"[916, 3959]","[992.62, 4130.96]"
60,"[916, 3959]","[992.62, 4130.96]"
61,"[916, 3959]","[992.62, 4130.96]"
62,"[916, 3959]","[992.62, 4130.96]"
63,"[916, 3959]","[992.62, 4130.96]"
64,"[916, 3959]","[992.62, 4130.96]"
65,"[916, 3959]","[992.62, 4130.96]"
66,"[916, 3959]","[992.62, 4130.96]"
67,"[916, 3959]","[992.62, 4130.96]"
68,"[916, 3959]","[992.62, 4130.96]"
69,"[916, 3959]","[992.62, 4130.96]"
70,"[916, 3959]","[992.62, 4130.96]"
71,"[916, 3959]","[992.62, 4130.96]"
72,"[916, 3959]","[992.62, 4130.96]"
73,"[916, 3959]","[992.62, 4130.96]"
74,"[916, 3959]","[992.62, 4130.96]"
75,"[916, 3959]","[992.62, 4130.96]"
76,"[916, 3959]","[992.62, 4130.96]"
77,"[916, 3959]","[992.62, 4130.96]"
78,"[916, 3959]","[992.62, 4130.96]"
79,"[916, 3959]","[992.62, 4130.96]"
80,"[916, 3959]","[992.62, 4130.96]"
81,"[916, 3959]","[992.62, 4130.96]"
82,"[916, 3959]","[992.62, 4130.96]"
83,"[916, 3959]","[992.62, 4130.96]"
84,"[916, 3959]","[992.62, 4130.96]"
85,"[916, 3959]","[992.62, 4130.96]"
86,"[916, 3959]","[992.62, 4130.96]"
87,"[916, 3959]","[992.62, 4130.96]"
88,"[916, 3959]","[992.62, 4130.96]"
89,"[916, 3959]","[992.62, 4130.96]"
90,"[916, 3959]","[992.62, 4130.96]"
91,"[916, 3959]","[992.62, 4130.96]"
92,"[916, 3959]","[992.62, 4130.96]"
