0,"[1316, 5317]","[2249.12, 5836.66]"
1,"[1316, 5156]","[2085.081632653061, 5692.019607843137]"
2,"[1316, 5124]","[2016.56, 5543.76]"
3,"[1316, 4951]","[1909.9, 5463.96]"
4,"[1316, 4951]","[1852.92, 5351.3]"
5,"[1316, 4951]","[1770.16, 5315.18]"
6,"[1292, 4871]","[1664.12, 5260.14]"
7,"[1292, 4843]","[1548.74, 5187.52]"
8,"[1292, 4709]","[1452.9, 5115.68]"
9,"[1292, 4709]","[1389.6, 5042.16]"
10,"[1290, 4641]","[1342.06, 4950.38]"
11,"[1290, 4641]","[1323.9, 4893.76]"
12,"[1290, 4641]","[1309.66, 4852.76]"
13,"[1290, 4641]","[1306.96, 4824.04]"
14,"[1290, 4554]","[1303.92, 4806.16]"
15,"[1290, 4554]","[1302.2, 4798.52]"
16,"[1290, 4554]","[1301.46, 4791.76]"
17,"[1290, 4554]","[1300.88, 4787.04]"
18,"[1282, 4554]","[1299.42, 4783.12]"
19,"[1282, 4554]","[1297.74, 4776.36]"
20,"[1282, 4554]","[1295.96, 4767.8]"
21,"[1228, 4554]","[1292.2, 4760.14]"
22,"[1228, 4554]","[1287.56, 4752.52]"
23,"[1228, 4554]","[1282.84, 4739.56]"
24,"[1228, 4535]","[1279.08, 4717.56]"
25,"[1228, 4414]","[1274.56, 4700.34]"
26,"[1175, 4414]","[1265.64, 4674.22]"
27,"[1173, 4414]","[1248.42, 4665.44]"
28,"[1149, 4414]","[1232.52, 4660.58]"
29,"[1149, 4414]","[1218.6, 4646.08]"
30,"[1149, 4414]","[1209.3, 4633.24]"
31,"[1149, 4408]","[1194.56, 4619.74]"
32,"[1118, 4408]","[1183.8, 4605.58]"
33,"[1118, 4408]","[1176.66, 4600.5]"
34,"[1118, 4408]","[1167.72, 4596.42]"
35,"[1118, 4408]","[1158.98, 4593.52]"
36,"[1097, 4408]","[1151.5, 4585.2]"
37,"[1097, 4408]","[1144.0, 4577.56]"
38,"[1097, 4408]","[1132.8, 4563.54]"
39,"[1097, 4408]","[1128.96, 4549.3]"
40,"[1097, 4408]","[1122.78, 4540.26]"
41,"[1097, 4408]","[1118.96, 4538.96]"
42,"[1097, 4408]","[1116.12, 4531.08]"
43,"[1097, 4406]","[1115.28, 4521.46]"
44,"[1097, 4350]","[1114.6, 4505.88]"
45,"[1097, 4350]","[1114.52, 4505.88]"
46,"[1097, 4339]","[1114.52, 4496.22]"
47,"[1097, 4339]","[1114.52, 4487.24]"
48,"[1097, 4339]","[1114.52, 4479.82]"
49,"[1097, 4339]","[1114.52, 4470.4]"
50,"[1097, 4269]","[1114.52, 4449.64]"
51,"[1097, 4269]","[1114.52, 4446.48]"
52,"[1097, 4269]","[1114.52, 4443.84]"
53,"[1097, 4269]","[1114.52, 4441.38]"
54,"[1097, 4269]","[1114.52, 4434.44]"
55,"[1097, 4269]","[1114.52, 4432.0]"
56,"[1097, 4269]","[1114.52, 4432.0]"
57,"[1097, 4269]","[1114.52, 4429.38]"
58,"[1097, 4269]","[1114.52, 4421.74]"
59,"[1097, 4269]","[1114.52, 4412.02]"
60,"[1097, 4188]","[1114.52, 4405.44]"
61,"[1097, 4188]","[1114.52, 4405.44]"
62,"[1097, 4188]","[1114.52, 4405.44]"
63,"[1097, 4188]","[1114.52, 4405.44]"
64,"[1097, 4188]","[1114.52, 4405.44]"
65,"[1097, 4185]","[1114.52, 4398.8]"
66,"[1097, 4185]","[1114.52, 4395.24]"
67,"[1097, 4185]","[1114.52, 4395.24]"
68,"[1097, 4185]","[1114.52, 4390.84]"
69,"[1097, 4185]","[1114.52, 4390.84]"
70,"[1097, 4185]","[1114.52, 4390.84]"
71,"[1097, 4185]","[1114.52, 4390.84]"
72,"[1097, 4185]","[1114.52, 4390.84]"
73,"[1097, 4185]","[1114.52, 4386.16]"
74,"[1097, 4185]","[1114.52, 4382.98]"
75,"[1097, 4185]","[1114.52, 4376.84]"
76,"[1097, 4153]","[1114.52, 4365.16]"
77,"[1097, 4153]","[1114.52, 4342.52]"
78,"[1097, 4153]","[1114.52, 4342.52]"
79,"[1097, 4153]","[1114.52, 4339.08]"
80,"[1097, 4153]","[1114.52, 4337.72]"
81,"[1097, 4153]","[1114.52, 4335.0]"
82,"[1097, 4153]","[1114.52, 4329.48]"
83,"[1097, 4153]","[1114.52, 4324.16]"
84,"[1097, 4153]","[1114.52, 4318.3]"
85,"[1097, 4153]","[1114.52, 4312.2]"
86,"[1097, 4153]","[1114.52, 4307.86]"
87,"[1097, 4153]","[1114.52, 4296.46]"
88,"[1097, 4153]","[1114.52, 4293.98]"
89,"[1097, 4153]","[1114.52, 4293.38]"
90,"[1097, 4153]","[1114.52, 4293.38]"
91,"[1097, 4153]","[1114.52, 4293.38]"
92,"[1097, 4153]","[1114.52, 4293.38]"
93,"[1097, 4153]","[1114.52, 4293.38]"
94,"[1097, 4153]","[1114.52, 4293.38]"
95,"[1097, 4153]","[1114.52, 4293.38]"
96,"[1097, 4153]","[1114.52, 4293.38]"
97,"[1097, 4153]","[1114.52, 4293.38]"
98,"[1097, 4153]","[1114.52, 4293.38]"
99,"[1097, 4153]","[1114.52, 4293.38]"
100,"[1097, 4153]","[1114.52, 4293.38]"
101,"[1097, 4153]","[1114.52, 4293.38]"
102,"[1097, 4153]","[1114.52, 4293.38]"
103,"[1097, 4153]","[1114.52, 4293.38]"
104,"[1097, 4153]","[1114.52, 4293.38]"
105,"[1097, 4153]","[1114.52, 4293.38]"
106,"[1097, 4153]","[1114.52, 4293.38]"
107,"[1097, 4153]","[1114.52, 4293.38]"
108,"[1097, 4153]","[1114.52, 4293.16]"
109,"[1097, 4153]","[1114.52, 4292.94]"
110,"[1097, 4153]","[1114.52, 4292.72]"
111,"[1097, 4153]","[1114.52, 4292.72]"
112,"[1097, 4153]","[1114.52, 4292.72]"
113,"[1097, 4153]","[1114.52, 4292.72]"
114,"[1097, 4153]","[1114.52, 4292.72]"
115,"[1097, 4153]","[1114.52, 4292.72]"
116,"[1097, 4153]","[1114.52, 4292.72]"
117,"[1097, 4153]","[1114.52, 4292.72]"
118,"[1097, 4153]","[1114.52, 4292.72]"
119,"[1097, 4153]","[1114.52, 4292.72]"
120,"[1097, 4153]","[1114.52, 4292.72]"
121,"[1097, 4153]","[1114.52, 4292.72]"
122,"[1097, 4153]","[1114.52, 4292.72]"
123,"[1097, 4153]","[1114.52, 4292.72]"
124,"[1097, 4153]","[1114.52, 4292.72]"
125,"[1097, 4153]","[1114.52, 4292.72]"
126,"[1097, 4153]","[1114.52, 4292.72]"
127,"[1097, 4153]","[1114.52, 4292.72]"
128,"[1097, 4153]","[1114.52, 4292.72]"
129,"[1097, 4153]","[1114.52, 4292.72]"
130,"[1097, 4153]","[1114.52, 4292.72]"
131,"[1097, 4153]","[1114.52, 4292.72]"
132,"[1097, 4153]","[1114.52, 4292.72]"
133,"[1097, 4153]","[1114.52, 4292.72]"
134,"[1097, 4153]","[1114.52, 4292.72]"
135,"[1097, 4153]","[1114.52, 4292.72]"
136,"[1097, 4153]","[1114.52, 4292.72]"
137,"[1097, 4153]","[1114.52, 4292.72]"
138,"[1097, 4153]","[1114.52, 4292.72]"
139,"[1097, 4153]","[1114.52, 4292.72]"
140,"[1097, 4153]","[1114.52, 4292.72]"
141,"[1097, 4153]","[1114.52, 4292.72]"
142,"[1097, 4153]","[1114.52, 4292.72]"
143,"[1097, 4153]","[1114.52, 4292.72]"
144,"[1097, 4153]","[1114.52, 4292.72]"
145,"[1097, 4153]","[1114.52, 4292.72]"
146,"[1097, 4153]","[1114.52, 4292.72]"
147,"[1097, 4153]","[1114.52, 4292.72]"
148,"[1097, 4153]","[1114.52, 4292.72]"
149,"[1097, 4153]","[1114.52, 4292.72]"
150,"[1097, 4153]","[1114.52, 4292.72]"
151,"[1097, 4153]","[1114.52, 4292.72]"
152,"[1097, 4153]","[1114.52, 4292.72]"
153,"[1097, 4153]","[1114.52, 4292.72]"
154,"[1097, 4153]","[1114.52, 4292.72]"
155,"[1097, 4153]","[1114.52, 4292.72]"
156,"[1097, 4153]","[1114.52, 4292.72]"
157,"[1097, 4153]","[1114.52, 4292.72]"
158,"[1097, 4153]","[1114.52, 4292.72]"
159,"[1097, 4153]","[1114.52, 4292.72]"
160,"[1097, 4153]","[1114.52, 4292.72]"
161,"[1097, 4153]","[1114.52, 4292.72]"
162,"[1097, 4153]","[1114.52, 4292.72]"
163,"[1097, 4153]","[1114.52, 4292.72]"
164,"[1097, 4153]","[1114.52, 4292.72]"
165,"[1097, 4153]","[1114.52, 4292.72]"
166,"[1097, 4153]","[1114.52, 4292.72]"
167,"[1097, 4153]","[1114.52, 4292.72]"
168,"[1097, 4153]","[1114.52, 4292.72]"
169,"[1097, 4153]","[1114.52, 4292.72]"
170,"[1097, 4153]","[1114.52, 4292.72]"
171,"[1097, 4153]","[1114.52, 4292.72]"
172,"[1097, 4153]","[1114.52, 4292.72]"
173,"[1097, 4153]","[1114.52, 4292.72]"
174,"[1097, 4153]","[1114.52, 4292.72]"
175,"[1097, 4153]","[1114.52, 4292.72]"
176,"[1097, 4153]","[1114.52, 4292.72]"
177,"[1097, 4153]","[1114.52, 4292.72]"
178,"[1097, 4153]","[1114.52, 4292.72]"
179,"[1097, 4153]","[1114.52, 4292.72]"
180,"[1097, 4153]","[1114.52, 4292.72]"
181,"[1097, 4153]","[1114.52, 4292.72]"
182,"[1097, 4153]","[1114.52, 4292.72]"
183,"[1097, 4153]","[1114.52, 4292.72]"
184,"[1097, 4153]","[1114.52, 4292.72]"
185,"[1097, 4153]","[1114.52, 4292.72]"
186,"[1097, 4153]","[1114.52, 4292.72]"
187,"[1097, 4153]","[1114.52, 4292.72]"
188,"[1097, 4153]","[1114.52, 4292.72]"
189,"[1097, 4153]","[1114.52, 4292.72]"
190,"[1097, 4153]","[1114.52, 4292.72]"
191,"[1097, 4153]","[1114.52, 4292.72]"
192,"[1097, 4153]","[1114.52, 4292.72]"
193,"[1097, 4153]","[1114.52, 4292.72]"
194,"[1097, 4153]","[1114.52, 4292.72]"
195,"[1097, 4153]","[1114.52, 4292.72]"
196,"[1097, 4153]","[1114.52, 4292.72]"
197,"[1097, 4153]","[1114.52, 4292.72]"
198,"[1097, 4153]","[1114.52, 4292.72]"
199,"[1097, 4153]","[1114.52, 4292.72]"
200,"[1097, 4153]","[1114.52, 4292.72]"
201,"[1097, 4153]","[1114.52, 4292.72]"
202,"[1097, 4153]","[1114.52, 4292.72]"
203,"[1097, 4153]","[1114.52, 4292.72]"
204,"[1097, 4153]","[1114.52, 4292.72]"
205,"[1097, 4153]","[1114.52, 4292.72]"
206,"[1097, 4153]","[1114.52, 4292.72]"
207,"[1097, 4153]","[1114.52, 4292.72]"
208,"[1097, 4153]","[1114.52, 4292.72]"
209,"[1097, 4153]","[1114.52, 4292.72]"
210,"[1097, 4153]","[1114.52, 4292.72]"
211,"[1097, 4153]","[1114.52, 4292.72]"
212,"[1097, 4153]","[1114.52, 4292.72]"
213,"[1097, 4153]","[1114.52, 4292.72]"
214,"[1097, 4153]","[1114.52, 4292.72]"
215,"[1097, 4153]","[1114.52, 4292.72]"
216,"[1097, 4153]","[1114.52, 4292.72]"
217,"[1097, 4153]","[1114.52, 4292.72]"
218,"[1097, 4153]","[1114.52, 4292.72]"
219,"[1097, 4153]","[1114.52, 4292.72]"
220,"[1097, 4153]","[1114.52, 4292.72]"
221,"[1097, 4153]","[1114.52, 4292.72]"
222,"[1097, 4153]","[1114.52, 4292.72]"
223,"[1097, 4153]","[1114.52, 4292.72]"
224,"[1097, 4153]","[1114.52, 4292.72]"
225,"[1097, 4153]","[1114.52, 4292.72]"
226,"[1097, 4153]","[1114.52, 4292.72]"
227,"[1097, 4153]","[1114.52, 4292.72]"
228,"[1097, 4153]","[1114.52, 4292.72]"
229,"[1097, 4153]","[1114.52, 4292.72]"
230,"[1097, 4153]","[1114.52, 4292.72]"
231,"[1097, 4153]","[1114.52, 4292.72]"
232,"[1097, 4153]","[1114.52, 4292.72]"
233,"[1097, 4153]","[1114.52, 4292.72]"
234,"[1097, 4153]","[1114.52, 4292.72]"
235,"[1097, 4153]","[1114.52, 4292.72]"
236,"[1097, 4153]","[1114.52, 4292.72]"
237,"[1097, 4153]","[1114.52, 4292.72]"
238,"[1097, 4153]","[1114.52, 4292.72]"
239,"[1097, 4153]","[1114.52, 4292.72]"
240,"[1097, 4153]","[1114.52, 4292.72]"
241,"[1097, 4153]","[1114.52, 4292.72]"
242,"[1097, 4153]","[1114.52, 4292.72]"
243,"[1097, 4153]","[1114.52, 4292.72]"
244,"[1097, 4153]","[1114.52, 4292.72]"
245,"[1097, 4153]","[1114.52, 4292.72]"
246,"[1097, 4153]","[1114.52, 4292.72]"
247,"[1097, 4153]","[1114.52, 4292.72]"
248,"[1097, 4153]","[1114.52, 4292.72]"
249,"[1097, 4153]","[1114.52, 4292.72]"
250,"[1097, 4153]","[1114.52, 4292.72]"
251,"[1097, 4153]","[1114.52, 4292.72]"
252,"[1097, 4153]","[1114.52, 4292.72]"
253,"[1097, 4153]","[1114.52, 4292.72]"
254,"[1097, 4153]","[1114.52, 4292.72]"
255,"[1097, 4153]","[1114.52, 4292.72]"
256,"[1097, 4153]","[1114.52, 4292.72]"
257,"[1097, 4153]","[1114.52, 4292.72]"
258,"[1097, 4153]","[1114.52, 4292.72]"
259,"[1097, 4153]","[1114.52, 4292.72]"
260,"[1097, 4153]","[1114.52, 4292.72]"
261,"[1097, 4153]","[1114.52, 4292.72]"
262,"[1097, 4153]","[1114.52, 4292.72]"
263,"[1097, 4153]","[1114.52, 4292.72]"
264,"[1097, 4153]","[1114.52, 4292.72]"
265,"[1097, 4153]","[1114.52, 4292.72]"
266,"[1097, 4153]","[1114.52, 4292.72]"
267,"[1097, 4153]","[1114.52, 4292.72]"
268,"[1097, 4153]","[1114.52, 4292.72]"
269,"[1097, 4153]","[1114.52, 4292.72]"
270,"[1097, 4153]","[1114.52, 4292.72]"
271,"[1097, 4153]","[1114.52, 4292.72]"
272,"[1097, 4153]","[1114.52, 4292.72]"
273,"[1097, 4153]","[1114.52, 4292.72]"
274,"[1097, 4153]","[1114.52, 4288.68]"
275,"[1097, 4153]","[1114.52, 4288.68]"
276,"[1097, 4153]","[1114.52, 4288.68]"
277,"[1097, 4153]","[1114.52, 4288.68]"
278,"[1097, 4153]","[1114.52, 4288.68]"
279,"[1097, 4153]","[1114.52, 4288.68]"
280,"[1097, 4153]","[1114.52, 4288.68]"
281,"[1097, 4153]","[1114.52, 4288.68]"
282,"[1097, 4153]","[1114.52, 4288.68]"
283,"[1097, 4153]","[1114.52, 4288.68]"
284,"[1097, 4153]","[1114.52, 4288.68]"
285,"[1097, 4153]","[1114.52, 4288.68]"
286,"[1097, 4153]","[1114.52, 4288.68]"
287,"[1097, 4153]","[1114.52, 4288.68]"
288,"[1097, 4153]","[1114.52, 4288.68]"
289,"[1097, 4153]","[1114.52, 4288.68]"
290,"[1097, 4153]","[1114.52, 4288.68]"
291,"[1097, 4153]","[1114.52, 4288.68]"
292,"[1097, 4153]","[1114.52, 4288.68]"
293,"[1097, 4153]","[1114.52, 4288.68]"
294,"[1097, 4153]","[1114.52, 4288.68]"
295,"[1097, 4153]","[1114.52, 4288.68]"
296,"[1097, 4153]","[1114.52, 4288.68]"
297,"[1097, 4153]","[1114.52, 4288.68]"
298,"[1097, 4153]","[1114.52, 4288.68]"
299,"[1097, 4153]","[1114.52, 4288.68]"
300,"[1097, 4153]","[1114.52, 4288.68]"
301,"[1097, 4153]","[1114.52, 4288.68]"
302,"[1097, 4153]","[1114.52, 4288.68]"
303,"[1097, 4153]","[1114.52, 4288.68]"
304,"[1097, 4153]","[1114.52, 4288.68]"
305,"[1097, 4153]","[1114.52, 4288.68]"
306,"[1097, 4153]","[1114.52, 4288.68]"
307,"[1097, 4153]","[1114.52, 4288.68]"
308,"[1097, 4153]","[1114.52, 4288.68]"
309,"[1097, 4153]","[1114.52, 4288.68]"
310,"[1097, 4153]","[1114.52, 4288.68]"
311,"[1097, 4153]","[1114.52, 4288.68]"
312,"[1097, 4153]","[1114.52, 4288.68]"
313,"[1097, 4153]","[1114.52, 4288.68]"
314,"[1097, 4153]","[1114.52, 4288.68]"
315,"[1097, 4153]","[1114.52, 4288.68]"
316,"[1097, 4153]","[1114.52, 4288.68]"
317,"[1097, 4153]","[1114.52, 4288.68]"
318,"[1097, 4153]","[1114.52, 4288.68]"
319,"[1097, 4153]","[1114.52, 4288.68]"
320,"[1097, 4153]","[1114.52, 4288.68]"
321,"[1097, 4153]","[1114.52, 4288.68]"
322,"[1097, 4153]","[1114.52, 4288.68]"
323,"[1097, 4153]","[1114.52, 4288.68]"
324,"[1097, 4153]","[1114.52, 4288.68]"
325,"[1097, 4153]","[1114.52, 4288.68]"
326,"[1097, 4153]","[1114.52, 4288.68]"
327,"[1097, 4153]","[1114.52, 4288.68]"
328,"[1097, 4153]","[1114.52, 4288.68]"
329,"[1097, 4153]","[1114.52, 4288.68]"
330,"[1097, 4153]","[1114.52, 4288.68]"
331,"[1097, 4153]","[1114.52, 4288.68]"
332,"[1097, 4153]","[1114.52, 4288.68]"
333,"[1097, 4153]","[1114.52, 4288.68]"
334,"[1097, 4153]","[1114.52, 4288.68]"
335,"[1097, 4153]","[1114.52, 4288.68]"
